Token,Train_Count,Valid_Count,Total_Count
andpresto,1,0,1
andpulled,1,0,1
andpushed,1,0,1
andre,18,0,18
andre's,1,0,1
andrea,88,0,88
andrea's,9,0,9
andrecommended,1,0,1
andreplenished,1,0,1
andreturn,1,0,1
andrew,695,0,695
andrew's,26,0,26
andrews,2,0,2
andrings,1,0,1
andruby,1,0,1
andrunning,1,0,1
andsaid,2,0,2
andsee,1,0,1
andshe,1,0,1
andsimon,1,0,1
andsing,1,0,1
andso,1,0,1
andstarted,3,0,3
andsuccessful,1,0,1
andtom,3,0,3
andtommy,1,0,1
andtony,1,0,1
andturned,1,0,1
andused,1,0,1
anduttered,1,0,1
andvegetables,1,0,1
andvery,1,0,1
andwaned,1,0,1
andwaved,1,0,1
andwealth,1,0,1
andwent,1,0,1
andwhen,1,0,1
andwhere,1,0,1
andwhistle,1,0,1
andy,24363,276,24639
andy's,954,12,966
andyou,1,0,1
andys,1,0,1
ane,1,0,1
anecdote,1,0,1
aneesa,6,0,6
aneka,13,0,13
anemone,11,0,11
anemones,9,0,9
anesthesia,1,0,1
anew,19,0,19
aney,7,0,7
anf,1,0,1
anfill,1,0,1
ang,2,0,2
ange,14,0,14
angel,16603,134,16737
angel's,336,2,338
angela,297,13,310
angela's,15,0,15
angeles,1,0,1
angelfish,7,0,7
angelic,9,0,9
angelica,39,0,39
angelica's,3,0,3
angelina,83,0,83
angelina's,5,0,5
angeline,6,0,6
angels,1456,17,1473
anger,1150,15,1165
angered,21,0,21
angering,3,0,3
angie,309,0,309
angie's,18,0,18
angle,73,0,73
angled,3,0,3
angler,2,0,2
angles,75,1,76
angrier,568,9,577
angriest,11,0,11
angrily,702,8,710
angrry,2,0,2
angrtty,1,0,1
angry,186368,1889,188257
angry's,2,0,2
angus,101,0,101
anhow,1,0,1
ani,14,0,14
anicent,3,0,3
anie,1,0,1
anika,6,0,6
anil,8,0,8
animal,51506,526,52032
animal's,503,6,509
animals,312725,3191,315916
animalshis,1,0,1
animated,5,0,5
animation,3,0,3
animations,1,0,1
animmal,1,0,1
anisa,6,0,6
anise,3,0,3
anissa,7,0,7
anita,61,0,61
anita's,4,0,4
anjali,10,0,10
anji,6,0,6
anji's,1,0,1
ankle,431,2,433
ankles,53,1,54
anklet,5,0,5
anky,10,0,10
ankylosaurus,3,0,3
ann,31213,343,31556
ann's,1831,17,1848
anna,352334,3609,355943
anna's,14767,170,14937
annabel,175,6,181
annabel's,8,0,8
annabell,10,0,10
annabell's,1,0,1
annabelle,639,7,646
annabelle's,42,1,43
annalise,31,0,31
annalise's,2,0,2
annas,5,0,5
annas's,1,0,1
annatopia,1,0,1
annd,2,0,2
anne,2741,27,2768
anne's,129,0,129
annette,12,0,12
annette's,2,0,2
anni,19,0,19
annie,7501,50,7551
annie's,441,4,445
annika,19,0,19
annika's,1,0,1
anniversaries,1,0,1
anniversary,167,1,168
annnie,1,0,1
announce,64,0,64
announced,673,8,681
announcement,163,1,164
announcements,50,1,51
announcer,34,0,34
announcers,2,0,2
announces,6,0,6
announcing,17,0,17
annoy,59,0,59
annoyance,16,0,16
annoyed,1087,16,1103
annoying,740,10,750
annoyingly,1,0,1
annoys,9,0,9
annual,28,0,28
anny,76,0,76
anny's,5,0,5
anonymous,4,0,4
anoperation,1,0,1
another,109167,1109,110276
another's,27,1,28
anry,1,0,1
ans,2,0,2
answer,27901,240,28141
answerd,3,0,3
answered,17091,173,17264
answerer,1,0,1
answering,613,8,621
answerphone,1,0,1
answers,4199,40,4239
ant,68358,785,69143
ant's,1289,9,1298
antarctic,3,0,3
antarctica,27,0,27
anteater,31,0,31
anteater's,1,0,1
anteaters,1,0,1
antelope,33,0,33
antelope's,1,0,1
antelopes,10,0,10
antenna,84,0,84
antennae,223,1,224
antennas,101,0,101
anters,1,0,1
anthem,2,0,2
anthill,178,0,178
anthing,1,0,1
anthonny,1,0,1
anthony,134,0,134
anthony's,6,0,6
anti,2,0,2
antibiotic,2,0,2
antibiotics,6,0,6
anticipate,4,0,4
anticipated,27,1,28
anticipating,18,0,18
anticipation,894,9,903
anticipatory,1,0,1
antics,63,0,63
antidisestablishmentarianism,1,0,1
antidote,11,2,13
antifreeze,1,0,1
antimony,1,0,1
antioxidants,3,0,3
antique,13,0,13
antiques,9,0,9
antiseptic,7,0,7
antler,19,0,19
antlered,1,0,1
antlers,389,0,389
anto,23,0,23
anton,30,0,30
anton's,1,0,1
antonio,31,0,31
antonio's,2,0,2
antony,21,0,21
antonym,1,0,1
ants,29618,273,29891
antsow,3,0,3
antsy,44,0,44
antsy's,1,0,1
antville,1,0,1
anty,249,0,249
anty's,5,0,5
anu,16,0,16
anu's,1,0,1
anus,0,1,1
anuses,1,0,1
anvil,3,0,3
anwered,2,0,2
anxieties,13,0,13
anxiety,69,0,69
anxious,17223,200,17423
anxious's,1,0,1
anxiously,254,1,255
anxiousness,44,1,45
anxiuos,1,0,1
any,70139,660,70799
anya,241,0,241
anya's,8,0,8
anybody,326,3,329
anybody's,2,0,2
anyhow,3,0,3
anymoe,1,0,1
anymore,285162,2798,287960
anyon,1,0,1
anyone,31416,341,31757
anyone's,230,3,233
anyones,3,0,3
anyplace,10,0,10
anythig,1,0,1
anything,80125,838,80963
anythings,1,0,1
anytime,4094,31,4125
anyway,11103,100,11203
anyways,168,3,171
anywere,1,0,1
anywhere,10010,88,10098
aobut,1,0,1
aof,1,0,1
aona,3,0,3
ap,1,0,1
apart,6379,65,6444
apartment,168,0,168
apartments,2,0,2
ape,18,0,18
apeanuts,2,0,2
apedal,1,0,1
aphids,5,0,5
aphrodite,4,0,4
apiece,1,0,1
aplauded,1,0,1
apollo,9,0,9
apologetic,56,0,56
apologetically,43,0,43
apologied,7,0,7
apologies,20,0,20
apologise,100,1,101
apologised,1037,13,1050
apologises,1,0,1
apologising,36,0,36
apologisted,1,0,1
apologize,3250,28,3278
apologized,3733,42,3775
apologizer,1,0,1
apologizes,104,1,105
apologizing,137,0,137
apology,639,4,643
apologzied,1,0,1
apon,3,0,3
app,46,0,46
appalled,7,0,7
apparatus,1,0,1
apparatuses,1,0,1
apparent,12,0,12
apparently,22,1,23
appeal,6,0,6
appealed,2,0,2
appealing,19,0,19
appeals,1,0,1
appear,4811,53,4864
appearance,367,2,369
appearances,107,0,107
appeard,1,0,1
appearead,1,0,1
appeared,28197,295,28492
appearing,145,2,147
appears,289,0,289
appease,1,0,1
appeased,2,0,2
appendicitis,1,0,1
appendix,4,1,5
appetising,1,0,1
appetit,57,0,57
appetite,181,3,184
appetites,1,1,2
appetizer,1,0,1
appetizing,5,0,5
applauce,1,0,1
applaud,4960,56,5016
applaude,4,0,4
applauded,2835,28,2863
applauding,766,7,773
applauds,54,0,54
applaued,2,0,2
applaueded,1,0,1
applause,605,5,610
applaused,3,0,3
apple,94059,1100,95159
apple's,47,0,47
applebee,2,0,2
appleby,12,0,12
appleby's,1,0,1
apples,55012,509,55521
applesauce,42,0,42
applewood,1,0,1
appley,2,0,2
appliance,10,0,10
appliances,10,1,11
application,19,0,19
applications,1,0,1
applie,1,0,1
applied,122,1,123
applies,5,0,5
appliques,2,0,2
applogised,1,0,1
apply,75,0,75
applying,15,0,15
appointed,3,0,3
appointment,104,0,104
appointments,12,0,12
appolgy,1,0,1
appreciate,4260,30,4290
appreciated,738,5,743
appreciates,27,2,29
appreciating,98,0,98
appreciation,929,9,938
appreciative,58,0,58
appreciatively,3,0,3
apprehend,1,0,1
apprehended,2,0,2
apprehension,4,0,4
apprehensive,23,0,23
apprehensively,2,0,2
apprentice,5,0,5
approach,467,7,474
approached,3843,39,3882
approaches,5,0,5
approaching,153,0,153
approch,1,0,1
approched,1,0,1
appropriate,82,1,83
appropriately,7,0,7
approval,200,3,203
approve,25,0,25
approved,16,0,16
approves,2,0,2
approving,8,0,8
approvingly,30,0,30
approximately,2,0,2
apps,8,0,8
appy,83,0,83
appy's,1,0,1
appétit,1,0,1
apresses,0,1,1
apricot,10,0,10
apricots,5,0,5
april,609,4,613
april's,37,0,37
aproached,1,0,1
apron,9764,117,9881
apron's,5,0,5
aprons,913,7,920
aqua,16,0,16
aqualooked,1,0,1
aquamarine,1,0,1
aquarium,97,7,104
aquariums,1,0,1
aquatic,4,0,4
aqui,1,0,1
aquired,1,0,1
aquí,1,0,1
ar,2,0,2
ara,3,0,3
arabic,13,1,14
arachne,3,0,3
arainy,1,0,1
arbuckle,1,0,1
arc,150,0,150
arcade,12,0,12
arced,3,0,3
arch,72,0,72
archaeological,5,0,5
archaeologist,6,0,6
archaeologists,5,0,5
arched,50,1,51
archer,54,1,55
archers,10,1,11
archery,68,1,69
arches,17,0,17
archie,226,0,226
archie's,6,0,6
archimedes,0,1,1
arching,21,0,21
architect,8,0,8
architecture,7,0,7
archway,5,0,5
archways,1,0,1
archy,2,0,2
arcing,3,0,3
arcs,9,0,9
arctic,49,0,49
arduous,4,0,4
are,1204391,11889,1216280
area,4216,35,4251
areas,159,2,161
arecooking,1,0,1
arel,5,0,5
arel's,1,0,1
areli,7,0,7
arella,2,0,2
aren,93,2,95
aren't,1311,12,1323
arena,15,0,15
arf,216,6,222
arfed,7,0,7
arfs,1,0,1
arfy,3,0,3
argentina,2,0,2
argh,9,0,9
arguably,1,0,1
argue,9272,82,9354
argued,3136,36,3172
argueing,1,0,1
arguement,1,0,1
argues,11,0,11
arguing,3060,25,3085
argument,715,3,718
argumentative,1,0,1
arguments,95,1,96
ari,47,5,52
ari's,4,0,4
aria,51,0,51
aria's,6,0,6
ariana,8,0,8
ariana's,1,0,1
arianna,6,0,6
arid,1,0,1
ariel,93,0,93
ariel's,4,0,4
arielle,7,0,7
aris,6,0,6
arise,13,0,13
arisen,2,0,2
arises,10,1,11
arising,1,0,1
aristotle,10,1,11
arjun,5,0,5
arjun's,1,0,1
ark,7,0,7
arkie,4,0,4
arlene,5,0,5
arlo,9,0,9
arly,7,0,7
arly's,1,0,1
arm,30633,331,30964
arm's,11,1,12
armadillo,24,0,24
armadillo's,1,0,1
armadillos,3,0,3
armchair,14619,93,14712
armchair's,26,0,26
armchairfilled,1,0,1
armchairs,82,1,83
armed,66,1,67
armedly,1,0,1
armful,25,0,25
armfuls,4,0,4
armhole,2,0,2
armholes,1,0,1
armie,1,0,1
armies,18,0,18
armoire,1,0,1
armor,181,0,181
armored,1,0,1
armory,1,0,1
armour,101,2,103
armpit,1,0,1
armrest,4,0,4
armrests,4,0,4
arms,32302,299,32601
army,447,1,448
arn,1,0,1
arne,8,0,8
arnie,49,0,49
arnie's,2,0,2
arnold,91,0,91
arnold's,7,0,7
aroma,402,4,406
aromas,17,0,17
aromatic,1,0,1
aronia,2,0,2
arose,73,0,73
aroun,1,0,1
around,598384,6190,604574
aroundi,1,0,1
aroundlooking,1,0,1
aroundt,1,0,1
aroused,8,0,8
arr,176,0,176
arrange,257,3,260
arranged,749,3,752
arrangement,22,0,22
arrangements,15,0,15
arranges,11,0,11
arranging,136,2,138
array,64,0,64
arrays,1,0,1
arrest,283,2,285
arrested,321,3,324
arrests,6,0,6
arrgh,2,0,2
arrghh,1,0,1
arried,1,0,1
arrival,133,1,134
arrivals,6,0,6
arrivd,2,0,2
arrive,2690,25,2715
arrived,45238,438,45676
arrives,495,12,507
arrivied,1,0,1
arriving,187,2,189
arro,6,0,6
arrogance,5,0,5
arrogant,25,0,25
arrogantly,2,0,2
arrow,16057,184,16241
arrow's,26,0,26
arrowroot,1,0,1
arrows,2122,20,2142
arrr,966,9,975
arrrgh,2,0,2
arrrr,3,0,3
arrvied,1,0,1
arry,7,0,7
arry's,2,0,2
arsenic,1,0,1
arson,1,0,1
art,7276,81,7357
artefact,1,0,1
artefacts,5,0,5
arteries,1,0,1
artery,2,1,3
artful,1,0,1
artfully,3,0,3
arthritis,3,0,3
arthur,351,12,363
arthur's,16,0,16
arthy,5,0,5
artichoke,1,0,1
artichokes,1,0,1
article,19,0,19
articles,8,0,8
artie,4,0,4
artie's,1,0,1
artifact,12,0,12
artifacts,65,1,66
artificial,6,0,6
artim,6,0,6
artim's,1,0,1
artisan,1,0,1
artist,1269,5,1274
artist's,10,1,11
artistic,31,0,31
artistry,1,0,1
artists,196,3,199
arts,21,1,22
artwork,602,2,604
artworks,9,0,9
arty,17,0,17
arugula,3,0,3
arun,21,0,21
arun's,1,0,1
ary,8,0,8
arya,16,8,24
aryan,5,0,5
as,770437,7848,778285
asa,16,0,16
asafoetida,1,0,1
asalice,1,0,1
asbestos,1,0,1
ascared,1,0,1
ascend,10,0,10
ascended,8,0,8
ascent,8,0,8
asdaughter,1,0,1
ash,9299,68,9367
ash's,32,0,32
asha,33,0,33
asha's,1,0,1
ashamd,1,0,1
ashamed,28394,285,28679
ashamedly,1,0,1
ashen,1,0,1
ashes,402,15,417
ashlee,15,0,15
ashlee's,4,0,4
ashley,761,0,761
ashley's,39,0,39
ashlyn,9,0,9
ashlyn's,1,0,1
ashmaed,1,0,1
ashman,2,0,2
ashore,117,1,118
ashrtay,1,0,1
ashton,2,0,2
ashtray,11865,101,11966
ashtray's,6,0,6
ashtrays,124,1,125
ashtry,1,0,1
ashy,44,0,44
asia,22,0,22
aside,1444,20,1464
asima,4,0,4
ask,90601,868,91469
askaksing,1,0,1
asked,848416,8565,856981
askeddaddy,1,0,1
askedjohn,1,0,1
askedpatrick,1,0,1
askedroger,1,0,1
askedtony,1,0,1
asker,1,0,1
asking,21819,221,22040
asks,56186,525,56711
aslan,29,0,29
aslan's,2,0,2
asleep,20261,227,20488
asmartbush,1,0,1
asparagus,1,0,1
aspect,1,0,1
aspects,6,0,6
asphalt,14,0,14
aspiration,1,0,1
aspirations,4,0,4
aspired,1,0,1
asryan,1,0,1
ass,2,0,2
assault,1,0,1
assemble,76,0,76
assembled,36,1,37
assembling,7,0,7
assembly,17,0,17
assent,1,0,1
asserted,1,0,1
asserting,1,0,1
assertive,1,0,1
assess,6,0,6
assessed,1,0,1
assessing,1,0,1
asset,3,0,3
assets,1,0,1
assign,5,0,5
assigned,9,0,9
assignment,45,0,45
assignments,12,0,12
assist,18,0,18
assistance,83,0,83
assistant,155,0,155
assistants,6,0,6
assisted,4,0,4
assisting,1,0,1
assists,1,0,1
associated,4,0,4
assorted,1,0,1
assortment,4,0,4
asssume,1,0,1
assuage,1,0,1
assume,20,0,20
assumed,44,1,45
assuming,13,0,13
assumptions,11,0,11
assurance,6,0,6
assurances,2,0,2
assure,2,0,2
assured,189,0,189
assuring,3,0,3
astatine,1,0,1
aster,4,0,4
asteroid,17,0,17
asteroids,40,1,41
asthey,1,0,1
asthma,3,0,3
astonised,1,0,1
astonish,1,0,1
astonished,513,4,517
astonishing,15,0,15
astonishingly,2,0,2
astonishment,40,2,42
astounded,69,0,69
astounding,6,0,6
astrange,1,0,1
astray,16,0,16
astrid,33,0,33
astrid's,1,0,1
astro,3,0,3
astronaut,677,9,686
astronaut's,3,0,3
astronauts,979,7,986
astronomer,8,0,8
astronomers,1,0,1
astronomy,2,0,2
asuie,1,0,1
asuka,4,0,4
asura,5,0,5
asustado,1,0,1
asustarlos,1,0,1
asweet,1,0,1
at,1451427,14414,1465841
atdaddy,1,0,1
ate,179311,1818,181129
ath,1,0,1
athena,12,0,12
athlete,27,1,28
athletes,9,0,9
athletic,3,0,3
athletically,1,0,1
athleticism,2,0,2
athree,1,0,1
ati,2,0,2
atilla,12,0,12
atime,2,0,2
atlanta,8,0,8
atlas,1,0,1
atm,2,0,2
atmosphere,306,3,309
atom,6,1,7
atoms,2,0,2
atop,326,3,329
atrapar,1,0,1
atreyu,11,0,11
atspot's,1,0,1
attach,10705,115,10820
attachable,3,0,3
attached,5267,58,5325
attaches,95,0,95
attaching,535,4,539
attachment,45,0,45
attachments,6,0,6
attachnd,4,0,4
attachted,1,0,1
attaché,5,0,5
attack,681,6,687
attacked,602,4,606
attacker,1,0,1
attackers,2,0,2
attacking,187,0,187
attacks,39,1,40
attain,1,0,1
attainable,3,0,3
attained,2,0,2
attch,1,0,1
attempt,251,2,253
attempted,101,2,103
attempting,25,1,26
attempts,457,2,459
attend,122,1,123
attendance,3,0,3
attendant,260,5,265
attendant's,2,0,2
attendants,18,2,20
attendanty,1,0,1
attended,50,0,50
attendee,1,0,1
attendees,2,0,2
attendent,1,0,1
attending,39,0,39
attends,2,0,2
attention,6313,56,6369
attentions,2,0,2
attentive,61,0,61
attentively,60,0,60
attentiveness,2,0,2
attic,14044,193,14237
attic's,2,0,2
attics,7,0,7
attire,3,0,3
attitude,687,5,692
attitudes,9,0,9
attitute,1,0,1
attract,152,1,153
attracted,153,1,154
attracting,8,0,8
attraction,18,0,18
attractions,25,0,25
attractive,15617,178,15795
attractive's,1,0,1
attractiveness,2,0,2
attractives,1,0,1
attracts,16,1,17
attributes,1,0,1
atty,21,0,21
atty's,1,0,1
au,12,0,12
aubrey,15,0,15
auburn,1,0,1
auction,1,0,1
audacity,1,0,1
audible,3,0,3
audience,1302,14,1316
audience's,4,0,4
audienceapplauded,1,0,1
audio,1,0,1
audiobook,1,0,1
audition,29,0,29
auditions,2,1,3
auditorium,8,0,8
audrey,317,9,326
audrey's,18,1,19
auggy,7,0,7
augie,6,0,6
august,24,0,24
aumana,7,0,7
aunt,20141,201,20342
aunt's,1148,25,1173
auntie,1126,16,1142
auntie's,34,1,35
aunties,1,0,1
auntly,1,0,1
aunts,36,0,36
aunty,48,0,48
aupon,1,0,1
aura,7,0,7
aurelia,6,0,6
auren,7,0,7
aurora,25,5,30
aurora's,1,0,1
auspicious,1,0,1
austin,50,0,50
austina,8,0,8
austina's,1,0,1
australia,58,0,58
australian,9,0,9
authenticity,1,0,1
author,36,0,36
author's,1,0,1
authoritative,1,0,1
authorities,13,0,13
authority,25,1,26
authors,2,0,2
autism,1,0,1
auto,129,0,129
auto's,4,0,4
autograph,35,0,35
autographed,2,0,2
autographs,13,0,13
automatically,9,0,9
automobile,12734,158,12892
automobile's,25,2,27
automobiles,815,15,830
automobilies,1,0,1
automoble,1,0,1
automoblie,1,0,1
automotive,4,0,4
autonomous,1,0,1
autonomy,1,0,1
autumn,282,0,282
ava,3191,59,3250
ava's,178,1,179
avacado,2,0,2
avacados,2,0,2
avail,136,1,137
availability,2,1,3
available,12182,129,12311
avalanche,36,0,36
avaluable,1,0,1
avast,3,0,3
aveena,5,0,5
aven,1,0,1
aventuresome,1,0,1
avenue,4,0,4
aver,7,0,7
average,11,0,11
aversion,1,0,1
averted,7,0,7
avery,483,0,483
avery's,41,0,41
avi,22,0,22
aviary,3,0,3
aviator,1,0,1
avid,7,0,7
avis,10,0,10
avo,6,0,6
avocado,14901,150,15051
avocado's,42,1,43
avocadoes,1,0,1
avocados,1993,36,2029
avoid,1566,16,1582
avoided,357,2,359
avoiding,124,4,128
avoids,22,0,22
aw,284,3,287
awa,1,0,1
await,48,0,48
awaited,188,0,188
awaiting,78,0,78
awaits,64,1,65
awake,2793,31,2824
awaken,13,0,13
awakened,16,0,16
award,65,2,67
awarded,53,1,54
awarding,4,0,4
awards,23,1,24
aware,926,10,936
awareness,10,0,10
awarn,1,0,1
awash,3,0,3
away,709142,7199,716341
aways,3,0,3
awaythe,1,0,1
awe,3621,36,3657
awed,30,0,30
awely,1,0,1
awesome,2484,32,2516
awesomesauce,1,0,1
awestruck,49,1,50
awful,816,7,823
awfully,30,1,31
awhile,486,2,488
awise,1,0,1
awkward,67,0,67
awkwardly,14,0,14
awkwardness,1,0,1
awlful,1,0,1
awning,3,0,3
awoke,815,4,819
awoken,89,0,89
awoo,5,0,5
awooo,3,0,3
awoooooo,1,0,1
awry,2,0,2
aww,130,2,132
awwed,1,0,1
awww,32,1,33
awwww,2,0,2
awwwww,1,0,1
ax,32,0,32
axe,11354,128,11482
axe's,3,0,3
axel,12,0,12
axeman,9,0,9
axeman's,1,0,1
axes,172,4,176
axle,14,0,14
axles,6,0,6
ay,5,0,5
aya,40,0,40
aya's,1,0,1
ayana,10,0,10
ayden,10,0,10
aye,165,2,167
ayesha,25,0,25
ayesha's,3,0,3
ayla,64,0,64
ayla's,1,0,1
aylla,1,0,1
ayo,9,0,9
aysha,5,0,5
azalea,5,0,5
aziz,17,0,17
aziz's,1,0,1
aziza,3,0,3
azul,1,0,1
azure,1,0,1
b,560,19,579
b's,2,0,2
b12,1,0,1
b4,3,0,3
ba,43,0,43
baa,1649,18,1667
baa's,32,5,37
baaa,10,0,10
baaaa,4,0,4
baaaah,2,0,2
baaah,6,0,6
baaar,6,0,6
baaas,5,0,5
baabaa,151,0,151
baabaa's,8,0,8
baaed,129,0,129
baaer,1,0,1
baah,9,0,9
baaing,17,0,17
baas,2,0,2
bab,7,0,7
baba,32,0,32
baba's,1,0,1
babba,16,0,16
babble,8,0,8
babbled,3,0,3
babbling,41,0,41
babby,12,0,12
babe,37,0,37
babe's,1,0,1
babes,1,0,1
babies,4240,50,4290
baboon,6,0,6
babs,27,0,27
babs's,1,0,1
babsy,10,0,10
babsy's,2,0,2
babu,28,0,28
baby,99241,1002,100243
baby's,2105,20,2125
babyish,76,1,77
babykangaroo,1,0,1
babysat,2,0,2
babysit,5,0,5
babysitter,328,1,329
babysitter's,7,0,7
babysitting,6,0,6
bac,7,0,7
bac's,1,0,1
back,937377,9610,946987
backache,2,0,2
backback,1,0,1
backbends,1,0,1
backdoor,6,0,6
backdown,1,0,1
backdrop,17,0,17
backed,1908,15,1923
backfilled,0,1,1
backfire,27,0,27
backfired,28,1,29
backfires,2,0,2
backfiring,7,0,7
backflip,11,0,11
backflips,6,0,6
backfrom,1,0,1
background,198,3,201
backgrounds,7,2,9
backhoe,5,0,5
backing,65,2,67
backlit,1,0,1
backman,1,0,1
backpack,5773,34,5807
backpacks,1101,18,1119
backroads,1,0,1
backroom,9,0,9
backs,991,13,1004
backseat,58,1,59
backside,8,0,8
backsplash,1,0,1
backstage,91,0,91
backstreet,1,0,1
backstroke,7,0,7
backto,1,0,1
backtrack,3,0,3
backup,106,2,108
backward,1717,28,1745
backwards,1411,21,1432
backyard,32771,291,33062
backyard's,1,0,1
backyards,54,0,54
bacon,116,2,118
bacteria,30,0,30
bacus,1,0,1
bad,249173,2528,251701
badboy,2,0,2
badddest,1,0,1
badder,5,0,5
baddest,4,1,5
baddies,8,0,8
baddy,18,0,18
bade,11,0,11
bade's,1,0,1
baden,7,0,7
badge,2146,16,2162
badger,781,0,781
badger's,21,0,21
badgers,24,0,24
badges,141,1,142
badi,9,0,9
badly,7504,70,7574
badman,4,0,4
badminton,6,0,6
badness,7,0,7
badpeople,1,0,1
bae,7,0,7
baebae,7,0,7
baeden,2,0,2
baffled,54,0,54
bag,116763,1115,117878
bag's,41,0,41
bagan,2,0,2
bagel,36,0,36
bagels,9,0,9
bagful,2,0,2
baggage,15,1,16
bagged,8,0,8
baggies,1,0,1
baggy,17,0,17
bagpipe,3,0,3
bags,14582,127,14709
baguette,1,0,1
bah,3,0,3
baharat,1,0,1
bahting,1,0,1
bai,7,0,7
bail,4,0,4
bail's,2,0,2
bailed,1,0,1
bailey,310,5,315
bailey's,10,0,10
baileys,1,0,1
bailing,1,0,1
baily,1,0,1
bait,305,3,308
baited,16,0,16
baits,4,0,4
bake,24358,261,24619
baked,5533,54,5587
bakedmany,1,0,1
bakeer,1,0,1
baker,2826,28,2854
baker's,93,0,93
bakeries,1,0,1
bakers,150,0,150
bakery,1860,33,1893
bakery's,1,0,1
bakes,71,1,72
bakeshop,2,0,2
baking,7286,81,7367
baky,1,0,1
bal,11,0,11
bala,11,0,11
balance,23573,208,23781
balance's,1,0,1
balanced,2473,29,2502
balanceing,1,0,1
balancer,60,1,61
balancers,6,0,6
balances,87,2,89
balancin,1,0,1
balancing,3492,36,3528
balconies,7,0,7
balcony,250,2,252
bald,26361,236,26597
balding,2,0,2
baldly,1,0,1
baldness,18,0,18
baldy,114,3,117
bale,98,1,99
bales,107,0,107
balked,1,0,1
ball,1073535,11402,1084937
ball's,753,2,755
ballad,1,0,1
balled,5,0,5
ballerina,264,2,266
ballerina's,3,0,3
ballerinas,13,0,13
ballet,187,3,190
ballfrom,1,0,1
ballgame,3,0,3
ballie,40,7,47
ballistic,1,0,1
ballon,2,0,2
ballons,4,0,4
balloon,69566,651,70217
balloon's,83,0,83
ballooning,1,0,1
balloonist,2,0,2
balloonists,4,0,4
balloons,26612,188,26800
ballpark,1,0,1
ballroom,33,0,33
balls,41482,495,41977
ballsy,1,0,1
bally,1266,17,1283
bally's,17,1,18
balm,88,2,90
balms,2,0,2
balmy,1,0,1
baloo,16,4,20
bam,93,1,94
bam's,1,0,1
bamba,1,0,1
bamber,9,0,9
bambi,49,0,49
bambi's,6,0,6
bamboo,1142,6,1148
bamboo's,1,0,1
bamboos,3,0,3
bamboozled,1,0,1
bams,1,0,1
ban,4,0,4
bana,8,1,9
banana,20484,236,20720
banana's,11,0,11
bananas,12879,141,13020
banany,1,0,1
band,26308,327,26635
band's,139,5,144
banda,5,0,5
bandage,14721,130,14851
bandage's,1,0,1
bandaged,204,1,205
bandages,1421,14,1435
bandaging,2,0,2
bandaid,46,0,46
bandaids,5,0,5
bandana,103,0,103
bandanas,10,0,10
bandanna,1,0,1
banded,18,1,19
banding,1,0,1
bandit,36,0,36
bandits,49,0,49
bandleader,17,0,17
bandmate,2,0,2
bandmates,1,0,1
bands,365,5,370
bandstand,6,0,6
bang,6994,69,7063
banged,1116,13,1129
banging,512,6,518
bangle,2,0,2
bangles,7,0,7
bangs,303,3,306
banish,3,0,3
banished,13,0,13
banishing,2,0,2
banister,10,0,10
banisters,1,0,1
banjo,23,0,23
bank,2714,25,2739
bank's,5,0,5
banked,6,0,6
banker,8,0,8
bankie,10,0,10
bankrupt,1,0,1
banks,252,1,253
banned,20,0,20
banner,190,0,190
banners,93,0,93
banquet,19,0,19
banquets,1,0,1
banter,1,0,1
bantered,1,0,1
banu,3,0,3
bao,31,0,31
baobab,2,0,2
bap,12,0,12
baptism,7,0,7
baptismal,1,0,1
baptized,5,0,5
bar,2649,26,2675
bar's,1,0,1
barb,90,0,90
barb's,7,0,7
barbara,79,0,79
barbara's,2,0,2
barbecue,178,1,179
barbecued,2,0,2
barbecues,7,0,7
barbecuing,3,0,3
barbed,1,0,1
barbell,5,0,5
barbeque,22,1,23
barbeques,1,0,1
barber,16018,191,16209
barber's,811,6,817
barbering,2,0,2
barberry,2,0,2
barbers,60,0,60
barbershop,90,0,90
barbery,2,0,2
barbie,39,0,39
barbie's,2,0,2
barbra,1,0,1
barbs,3,0,3
barbules,1,0,1
barby,5,0,5
barcode,1,0,1
bard,6,0,6
bare,261,4,265
bared,153,1,154
barefoot,33,1,34
bareheaded,1,0,1
barely,2048,27,2075
bares,1,0,1
bargain,55,0,55
bargained,14,0,14
bargaining,14,0,14
bargains,4,0,4
barge,5,0,5
barged,13,0,13
barging,2,0,2
baricaded,1,0,1
baring,20,0,20
barista,36,0,36
barium,1,0,1
bark,14548,154,14702
bark's,7,1,8
barked,56545,569,57114
barker,12,0,12
barkie,3,0,3
barking,12817,99,12916
barkles,11,0,11
barkley,93,0,93
barkley's,2,0,2
barkly,14,0,14
barko,11,0,11
barks,8578,83,8661
barky,1457,7,1464
barky's,55,0,55
barley,3,0,3
barman,4,0,4
barn,22502,237,22739
barn's,12,0,12
barnacle,1,0,1
barnacles,4,0,4
barney,170,3,173
barney's,3,0,3
barns,44,0,44
barny,19,0,19
barny's,1,0,1
barnyard,57,0,57
barometer,1,0,1
barracks,6,0,6
barracuda,4,0,4
barred,3,0,3
barrel,15231,142,15373
barrel's,13,0,13
barreled,1,0,1
barreling,1,0,1
barrelling,4,0,4
barrels,287,3,290
barren,23,1,24
barrette,6,0,6
barrettes,1,0,1
barricade,1,0,1
barricaded,1,0,1
barricades,1,0,1
barrie,4,0,4
barrier,54,1,55
